,date,sku_id,opening_qty,received_qty,spoiled_qty,sold_qty,closing_qty
109,2024-01-21,SKU010,519,201,0,219,501
110,2024-01-21,SKU011,433,140,0,558,15
111,2024-01-21,SKU012,757,121,0,265,613
112,2024-01-21,SKU013,705,119,0,359,465
113,2024-01-21,SKU014,762,227,0,553,436
114,2024-01-21,SKU015,473,238,0,539,172
115,2024-01-21,SKU016,450,171,0,420,201
116,2024-01-21,SKU017,593,186,0,334,445
117,2024-01-21,SKU018,522,187,0,400,309
118,2024-01-21,SKU019,764,189,0,554,399
119,2024-01-21,SKU020,560,228,0,380,408
120,2024-01-21,SKU021,717,160,0,459,418
121,2024-01-21,SKU022,377,173,0,580,0
122,2024-01-21,SKU023,240,131,0,276,95
123,2024-01-21,SKU024,791,186,0,513,464
124,2024-01-21,SKU025,570,201,0,593,178
125,2024-01-21,SKU026,583,211,0,526,268
126,2024-01-21,SKU027,303,246,0,526,23
127,2024-01-21,SKU028,759,198,0,341,616
128,2024-01-21,SKU029,197,119,5,492,0
129,2024-01-21,SKU030,650,126,0,434,342
130,2024-01-21,SKU031,795,159,0,244,710
131,2024-01-21,SKU032,393,172,0,265,300
132,2024-01-21,SKU033,454,229,11,324,348
133,2024-01-21,SKU034,492,121,0,271,342
134,2024-01-21,SKU035,505,185,9,521,160
135,2024-01-21,SKU036,310,145,0,494,0
136,2024-01-21,SKU037,178,166,0,356,0
137,2024-01-21,SKU038,528,175,0,255,448
138,2024-01-21,SKU039,603,239,0,389,453
139,2024-01-21,SKU040,677,178,0,507,348
140,2024-01-21,SKU041,541,106,5,460,182
141,2024-01-21,SKU042,581,244,0,343,482
142,2024-01-21,SKU043,456,131,0,492,95
143,2024-01-21,SKU044,227,243,0,356,114
144,2024-01-21,SKU045,184,124,0,249,59
145,2024-01-21,SKU046,327,141,0,268,200
146,2024-01-21,SKU047,777,180,9,292,656
147,2024-01-21,SKU048,706,102,0,509,299
148,2024-01-21,SKU049,649,113,0,495,267
149,2024-01-21,SKU050,524,115,0,591,48
150,2024-01-28,SKU001,121,129,0,343,0
151,2024-01-28,SKU002,245,136,0,404,0
152,2024-01-28,SKU003,120,223,0,505,0
153,2024-01-28,SKU004,361,231,0,500,92
154,2024-01-28,SKU005,695,117,0,248,564
155,2024-01-28,SKU006,621,129,6,321,423
156,2024-01-28,SKU007,384,242,0,592,34
157,2024-01-28,SKU008,515,214,0,382,347
158,2024-01-28,SKU009,528,118,0,502,144
159,2024-01-28,SKU010,439,227,0,597,69
160,2024-01-28,SKU011,673,118,0,442,349
161,2024-01-28,SKU012,689,102,0,409,382
162,2024-01-28,SKU013,676,138,0,449,365
163,2024-01-28,SKU014,389,104,0,230,263
164,2024-01-28,SKU015,121,118,0,244,0
165,2024-01-28,SKU016,531,206,0,333,404
166,2024-01-28,SKU017,283,113,0,484,0
167,2024-01-28,SKU018,121,154,0,449,0
168,2024-01-28,SKU019,701,233,0,243,691
169,2024-01-28,SKU020,171,219,0,202,188
170,2024-01-28,SKU021,238,143,0,413,0
171,2024-01-28,SKU022,778,225,0,347,656
172,2024-01-28,SKU023,170,141,0,383,0
173,2024-01-28,SKU024,607,140,0,574,173
174,2024-01-28,SKU025,101,122,0,209,14
175,2024-01-28,SKU026,417,174,0,318,273
176,2024-01-28,SKU027,144,198,0,269,73
177,2024-01-28,SKU028,217,174,8,295,88
178,2024-01-28,SKU029,321,231,0,433,119
179,2024-01-28,SKU030,214,221,0,409,26
180,2024-01-28,SKU031,309,235,11,327,206
181,2024-01-28,SKU032,270,208,0,433,45
182,2024-01-28,SKU033,551,192,0,578,165
183,2024-01-28,SKU034,676,174,0,567,283
184,2024-01-28,SKU035,797,133,0,497,433
185,2024-01-28,SKU036,643,209,0,373,479
186,2024-01-28,SKU037,569,135,0,500,204
187,2024-01-28,SKU038,351,219,0,583,0
188,2024-01-28,SKU039,318,135,0,589,0
189,2024-01-28,SKU040,732,217,0,391,558
190,2024-01-28,SKU041,686,115,0,401,400
191,2024-01-28,SKU042,492,129,0,557,64
192,2024-01-28,SKU043,652,191,0,521,322
193,2024-01-28,SKU044,753,236,0,228,761
194,2024-01-28,SKU045,289,102,0,557,0
195,2024-01-28,SKU046,588,188,0,588,188
196,2024-01-28,SKU047,309,207,0,328,188
197,2024-01-28,SKU048,613,157,0,583,187
198,2024-01-28,SKU049,666,243,0,444,465
199,2024-01-28,SKU050,479,129,6,477,125
200,2024-02-04,SKU001,555,116,0,254,417
201,2024-02-04,SKU002,543,229,0,555,217
202,2024-02-04,SKU003,195,220,0,268,147
203,2024-02-04,SKU004,361,198,0,397,162
204,2024-02-04,SKU005,257,171,0,358,70
205,2024-02-04,SKU006,352,152,0,304,200
206,2024-02-04,SKU007,116,130,0,298,0
207,2024-02-04,SKU008,306,189,0,481,14
208,2024-02-04,SKU009,213,200,10,520,0
209,2024-02-04,SKU010,506,112,0,345,273
210,2024-02-04,SKU011,195,163,0,535,0
211,2024-02-04,SKU012,477,228,0,484,221
212,2024-02-04,SKU013,332,113,0,424,21
213,2024-02-04,SKU014,730,202,10,380,542
214,2024-02-04,SKU015,176,210,0,355,31
215,2024-02-04,SKU016,171,122,0,431,0
216,2024-02-04,SKU017,407,222,11,538,80
217,2024-02-04,SKU018,527,113,0,226,414
218,2024-02-04,SKU019,244,147,0,343,48
219,2024-02-04,SKU020,395,137,0,378,154
220,2024-02-04,SKU021,264,143,0,330,77
221,2024-02-04,SKU022,709,113,0,414,408
222,2024-02-04,SKU023,443,185,0,594,34
223,2024-02-04,SKU024,324,157,0,201,280
224,2024-02-04,SKU025,566,185,0,449,302
225,2024-02-04,SKU026,355,137,0,435,57
226,2024-02-04,SKU027,371,185,0,549,7
227,2024-02-04,SKU028,539,161,0,495,205
228,2024-02-04,SKU029,669,248,0,403,514
229,2024-02-04,SKU030,533,171,0,331,373
230,2024-02-04,SKU031,458,132,0,352,238
231,2024-02-04,SKU032,667,127,0,236,558
232,2024-02-04,SKU033,559,116,0,210,465
233,2024-02-04,SKU034,208,122,0,486,0
234,2024-02-04,SKU035,732,134,0,423,443
235,2024-02-04,SKU036,400,243,0,557,86
236,2024-02-04,SKU037,257,140,0,586,0
237,2024-02-04,SKU038,609,165,0,571,203
238,2024-02-04,SKU039,131,151,0,273,9
239,2024-02-04,SKU040,511,179,8,550,132
240,2024-02-04,SKU041,573,227,0,542,258
241,2024-02-04,SKU042,123,154,0,350,0
242,2024-02-04,SKU043,563,208,0,433,338
243,2024-02-04,SKU044,306,197,0,335,168
244,2024-02-04,SKU045,555,107,0,317,345
245,2024-02-04,SKU046,350,186,0,373,163
246,2024-02-04,SKU047,595,226,0,355,466
247,2024-02-04,SKU048,662,171,0,354,479
248,2024-02-04,SKU049,324,171,0,267,228
249,2024-02-04,SKU050,618,128,0,570,176
250,2024-02-11,SKU001,388,166,0,311,243
251,2024-02-11,SKU002,148,236,0,263,121
252,2024-02-11,SKU003,407,171,0,367,211
253,2024-02-11,SKU004,338,104,0,595,0
254,2024-02-11,SKU005,303,161,0,441,23
255,2024-02-11,SKU006,490,206,0,574,122
256,2024-02-11,SKU007,255,246,12,483,6
257,2024-02-11,SKU008,722,218,0,587,353
258,2024-02-11,SKU009,659,169,0,276,552
259,2024-02-11,SKU010,122,133,0,360,0
260,2024-02-11,SKU011,660,187,0,357,490
261,2024-02-11,SKU012,462,116,0,330,248
262,2024-02-11,SKU013,497,206,0,432,271
263,2024-02-11,SKU014,563,126,0,388,301
264,2024-02-11,SKU015,539,229,0,359,409
265,2024-02-11,SKU016,309,132,0,315,126
266,2024-02-11,SKU017,792,183,0,207,768
267,2024-02-11,SKU018,712,113,5,332,488
268,2024-02-11,SKU019,369,223,0,279,313
269,2024-02-11,SKU020,210,158,0,280,88
270,2024-02-11,SKU021,461,122,0,562,21
271,2024-02-11,SKU022,230,198,0,443,0
272,2024-02-11,SKU023,378,163,0,381,160
273,2024-02-11,SKU024,376,238,11,500,103
274,2024-02-11,SKU025,451,152,0,463,140
275,2024-02-11,SKU026,528,232,0,257,503
276,2024-02-11,SKU027,160,193,0,322,31
277,2024-02-11,SKU028,246,145,0,233,158
278,2024-02-11,SKU029,688,242,0,583,347
279,2024-02-11,SKU030,638,120,0,305,453
280,2024-02-11,SKU031,527,138,0,435,230
281,2024-02-11,SKU032,541,130,0,597,74
282,2024-02-11,SKU033,716,194,0,483,427
283,2024-02-11,SKU034,350,147,0,283,214
284,2024-02-11,SKU035,310,179,0,502,0
285,2024-02-11,SKU036,252,247,0,519,0
286,2024-02-11,SKU037,149,146,0,357,0
287,2024-02-11,SKU038,402,203,0,528,77
288,2024-02-11,SKU039,583,214,0,485,312
289,2024-02-11,SKU040,224,143,0,584,0
290,2024-02-11,SKU041,159,133,0,521,0
291,2024-02-11,SKU042,155,243,0,517,0
292,2024-02-11,SKU043,652,123,0,441,334
293,2024-02-11,SKU044,725,106,5,378,448
294,2024-02-11,SKU045,572,110,0,594,88
295,2024-02-11,SKU046,335,187,0,233,289
296,2024-02-11,SKU047,408,209,0,421,196
297,2024-02-11,SKU048,447,207,0,225,429
298,2024-02-11,SKU049,737,249,0,538,448
299,2024-02-11,SKU050,450,192,9,426,207
300,2024-02-18,SKU001,468,159,0,214,413
301,2024-02-18,SKU002,185,243,0,348,80
302,2024-02-18,SKU003,246,131,0,416,0
303,2024-02-18,SKU004,246,107,0,422,0
304,2024-02-18,SKU005,371,203,0,497,77
305,2024-02-18,SKU006,311,234,0,241,304
306,2024-02-18,SKU007,107,203,0,383,0
307,2024-02-18,SKU008,174,131,0,564,0
308,2024-02-18,SKU009,615,209,0,459,365
309,2024-02-18,SKU010,440,183,0,304,319
310,2024-02-18,SKU011,678,102,5,591,184
311,2024-02-18,SKU012,767,242,0,257,752
312,2024-02-18,SKU013,605,185,0,540,250
313,2024-02-18,SKU014,609,149,7,245,506
314,2024-02-18,SKU015,411,166,0,395,182
315,2024-02-18,SKU016,433,217,0,505,145
316,2024-02-18,SKU017,342,129,0,211,260
317,2024-02-18,SKU018,748,204,0,435,517
318,2024-02-18,SKU019,728,231,11,313,635
319,2024-02-18,SKU020,122,175,0,283,14
320,2024-02-18,SKU021,334,150,0,557,0
321,2024-02-18,SKU022,335,170,0,384,121
322,2024-02-18,SKU023,273,194,0,474,0
323,2024-02-18,SKU024,670,190,0,468,392
324,2024-02-18,SKU025,138,169,8,345,0
325,2024-02-18,SKU026,284,139,6,362,55
326,2024-02-18,SKU027,347,173,0,531,0
327,2024-02-18,SKU028,308,147,0,349,106
328,2024-02-18,SKU029,177,216,0,208,185
329,2024-02-18,SKU030,255,163,0,398,20
330,2024-02-18,SKU031,484,203,0,344,343
331,2024-02-18,SKU032,522,204,0,436,290
332,2024-02-18,SKU033,533,245,12,442,324
333,2024-02-18,SKU034,476,166,0,501,141
334,2024-02-18,SKU035,763,121,0,406,478
335,2024-02-18,SKU036,775,242,0,353,664
336,2024-02-18,SKU037,626,146,0,428,344
337,2024-02-18,SKU038,189,207,0,206,190
338,2024-02-18,SKU039,730,170,0,353,547
339,2024-02-18,SKU040,689,238,0,412,515
340,2024-02-18,SKU041,768,237,11,307,687
341,2024-02-18,SKU042,410,129,6,539,0
342,2024-02-18,SKU043,208,194,0,456,0
343,2024-02-18,SKU044,570,150,0,436,284
344,2024-02-18,SKU045,718,130,0,353,495
345,2024-02-18,SKU046,576,115,0,302,389
346,2024-02-18,SKU047,716,160,0,317,559
347,2024-02-18,SKU048,583,198,0,539,242
348,2024-02-18,SKU049,781,172,0,240,713
349,2024-02-18,SKU050,442,133,0,597,0
350,2024-02-25,SKU001,197,187,0,260,124
351,2024-02-25,SKU002,730,173,0,259,644
352,2024-02-25,SKU003,257,199,0,284,172
353,2024-02-25,SKU004,674,242,0,322,594
354,2024-02-25,SKU005,374,158,0,375,157
355,2024-02-25,SKU006,499,231,0,292,438
356,2024-02-25,SKU007,517,153,0,201,469
357,2024-02-25,SKU008,267,229,0,444,52
358,2024-02-25,SKU009,330,112,0,209,233
359,2024-02-25,SKU010,436,243,0,281,398
360,2024-02-25,SKU011,448,141,0,494,95
361,2024-02-25,SKU012,223,212,0,513,0
362,2024-02-25,SKU013,724,151,0,227,648
363,2024-02-25,SKU014,428,209,0,257,380
364,2024-02-25,SKU015,231,164,0,490,0
365,2024-02-25,SKU016,542,227,0,274,495
366,2024-02-25,SKU017,551,186,0,333,404
367,2024-02-25,SKU018,336,225,0,401,160
368,2024-02-25,SKU019,431,212,0,571,72
369,2024-02-25,SKU020,240,195,9,588,0
370,2024-02-25,SKU021,549,146,0,396,299
371,2024-02-25,SKU022,683,183,9,258,599
372,2024-02-25,SKU023,681,115,0,229,567
373,2024-02-25,SKU024,595,231,0,308,518
374,2024-02-25,SKU025,646,227,11,304,558
375,2024-02-25,SKU026,182,118,0,516,0
376,2024-02-25,SKU027,291,127,0,216,202
377,2024-02-25,SKU028,426,114,0,326,214
378,2024-02-25,SKU029,151,153,0,502,0
379,2024-02-25,SKU030,215,127,6,266,70
380,2024-02-25,SKU031,143,174,0,250,67
381,2024-02-25,SKU032,350,172,0,338,184
382,2024-02-25,SKU033,388,203,0,363,228
383,2024-02-25,SKU034,665,103,0,509,259
384,2024-02-25,SKU035,646,215,0,500,361
385,2024-02-25,SKU036,602,222,0,468,356
386,2024-02-25,SKU037,244,195,0,409,30
387,2024-02-25,SKU038,572,176,8,215,525
388,2024-02-25,SKU039,655,143,0,541,257
389,2024-02-25,SKU040,602,154,0,212,544
390,2024-02-25,SKU041,385,106,0,538,0
391,2024-02-25,SKU042,135,166,0,302,0
392,2024-02-25,SKU043,391,159,0,255,295
393,2024-02-25,SKU044,367,187,0,477,77
394,2024-02-25,SKU045,371,192,0,589,0
395,2024-02-25,SKU046,439,230,0,253,416
396,2024-02-25,SKU047,533,231,0,554,210
397,2024-02-25,SKU048,325,198,0,313,210
398,2024-02-25,SKU049,688,163,8,237,606
399,2024-02-25,SKU050,669,165,0,373,461
400,2024-03-03,SKU001,745,172,0,405,512
401,2024-03-03,SKU002,475,214,0,442,247
402,2024-03-03,SKU003,260,128,6,286,96
403,2024-03-03,SKU004,694,160,0,354,500
404,2024-03-03,SKU005,559,154,0,368,345
405,2024-03-03,SKU006,761,195,0,350,606
406,2024-03-03,SKU007,583,233,0,224,592
407,2024-03-03,SKU008,761,162,0,546,377
408,2024-03-03,SKU009,484,218,0,548,154
409,2024-03-03,SKU010,513,184,9,490,198
410,2024-03-03,SKU011,524,147,0,463,208
411,2024-03-03,SKU012,605,200,0,256,549
412,2024-03-03,SKU013,229,181,0,599,0
413,2024-03-03,SKU014,132,232,0,401,0
414,2024-03-03,SKU015,677,212,0,278,611
415,2024-03-03,SKU016,481,151,7,355,270
416,2024-03-03,SKU017,618,125,0,411,332
417,2024-03-03,SKU018,392,109,0,456,45
418,2024-03-03,SKU019,343,178,0,560,0
419,2024-03-03,SKU020,735,236,0,216,755
420,2024-03-03,SKU021,212,126,0,431,0
421,2024-03-03,SKU022,227,233,0,474,0
422,2024-03-03,SKU023,358,159,0,212,305
423,2024-03-03,SKU024,401,163,0,353,211
424,2024-03-03,SKU025,681,206,0,389,498
425,2024-03-03,SKU026,710,193,0,387,516
426,2024-03-03,SKU027,761,122,0,299,584
427,2024-03-03,SKU028,606,113,0,373,346
428,2024-03-03,SKU029,466,218,0,275,409
429,2024-03-03,SKU030,182,156,0,475,0
430,2024-03-03,SKU031,292,184,0,240,236
431,2024-03-03,SKU032,399,206,0,362,243
432,2024-03-03,SKU033,571,121,0,462,230
433,2024-03-03,SKU034,410,120,0,348,182
434,2024-03-03,SKU035,790,161,0,339,612
435,2024-03-03,SKU036,585,184,0,411,358
436,2024-03-03,SKU037,226,214,10,585,0
437,2024-03-03,SKU038,150,146,0,388,0
438,2024-03-03,SKU039,765,152,0,243,674
439,2024-03-03,SKU040,575,177,8,455,289
440,2024-03-03,SKU041,238,184,0,582,0
441,2024-03-03,SKU042,464,152,0,202,414
442,2024-03-03,SKU043,182,235,11,384,22
443,2024-03-03,SKU044,642,141,0,504,279
444,2024-03-03,SKU045,377,210,0,413,174
445,2024-03-03,SKU046,360,109,0,349,120
446,2024-03-03,SKU047,483,123,0,234,372
447,2024-03-03,SKU048,611,103,0,441,273
448,2024-03-03,SKU049,419,223,0,363,279
449,2024-03-03,SKU050,114,243,0,258,99
450,2024-03-10,SKU001,388,117,0,441,64
451,2024-03-10,SKU002,577,174,0,561,190
452,2024-03-10,SKU003,493,175,0,380,288
453,2024-03-10,SKU004,104,229,11,460,0
454,2024-03-10,SKU005,549,226,0,518,257
455,2024-03-10,SKU006,656,138,0,519,275
456,2024-03-10,SKU007,607,124,0,528,203
457,2024-03-10,SKU008,436,216,0,380,272
458,2024-03-10,SKU009,204,115,0,555,0
459,2024-03-10,SKU010,505,172,0,314,363
460,2024-03-10,SKU011,363,128,0,442,49
461,2024-03-10,SKU012,705,249,0,421,533
462,2024-03-10,SKU013,627,160,0,402,385
463,2024-03-10,SKU014,465,178,0,416,227
464,2024-03-10,SKU015,672,130,0,339,463
465,2024-03-10,SKU016,535,128,0,535,128
466,2024-03-10,SKU017,741,157,7,256,635
467,2024-03-10,SKU018,119,126,0,465,0
468,2024-03-10,SKU019,720,121,6,544,291
469,2024-03-10,SKU020,358,164,0,386,136
470,2024-03-10,SKU021,544,134,0,326,352
471,2024-03-10,SKU022,524,121,0,201,444
472,2024-03-10,SKU023,674,201,0,331,544
473,2024-03-10,SKU024,675,148,7,483,333
474,2024-03-10,SKU025,778,157,0,243,692
475,2024-03-10,SKU026,520,182,0,446,256
476,2024-03-10,SKU027,106,102,0,526,0
477,2024-03-10,SKU028,465,154,0,352,267
478,2024-03-10,SKU029,457,243,12,556,132
479,2024-03-10,SKU030,205,148,0,231,122
480,2024-03-10,SKU031,614,155,0,343,426
481,2024-03-10,SKU032,644,186,0,279,551
482,2024-03-10,SKU033,262,172,0,290,144
483,2024-03-10,SKU034,223,134,0,461,0
484,2024-03-10,SKU035,375,195,0,453,117
485,2024-03-10,SKU036,184,148,7,529,0
486,2024-03-10,SKU037,184,162,0,351,0
487,2024-03-10,SKU038,777,192,0,472,497
488,2024-03-10,SKU039,569,149,0,436,282
489,2024-03-10,SKU040,146,220,0,323,43
490,2024-03-10,SKU041,347,115,0,547,0
491,2024-03-10,SKU042,535,220,11,358,386
492,2024-03-10,SKU043,126,102,5,361,0
493,2024-03-10,SKU044,530,159,0,597,92
494,2024-03-10,SKU045,612,150,0,319,443
495,2024-03-10,SKU046,283,239,0,470,52
496,2024-03-10,SKU047,565,199,9,363,392
497,2024-03-10,SKU048,599,152,7,573,171
498,2024-03-10,SKU049,634,140,0,479,295
499,2024-03-10,SKU050,267,155,0,545,0
500,2024-03-17,SKU001,185,207,0,413,0
501,2024-03-17,SKU002,215,236,0,341,110
502,2024-03-17,SKU003,157,226,0,386,0
503,2024-03-17,SKU004,730,199,0,504,425
504,2024-03-17,SKU005,711,108,0,406,413
505,2024-03-17,SKU006,136,104,0,245,0
506,2024-03-17,SKU007,797,188,0,255,730
507,2024-03-17,SKU008,140,176,8,401,0
508,2024-03-17,SKU009,137,127,6,413,0
509,2024-03-17,SKU010,307,190,0,227,270
510,2024-03-17,SKU011,700,128,0,259,569
511,2024-03-17,SKU012,786,175,0,415,546
512,2024-03-17,SKU013,317,215,0,416,116
513,2024-03-17,SKU014,306,224,0,347,183
514,2024-03-17,SKU015,410,198,0,489,119
515,2024-03-17,SKU016,377,164,0,302,239
516,2024-03-17,SKU017,417,163,8,443,129
517,2024-03-17,SKU018,313,126,0,492,0
518,2024-03-17,SKU019,211,208,0,365,54
519,2024-03-17,SKU020,215,170,0,427,0
520,2024-03-17,SKU021,525,221,11,409,326
521,2024-03-17,SKU022,651,121,0,295,477
522,2024-03-17,SKU023,367,134,6,421,74
523,2024-03-17,SKU024,593,159,0,550,202
524,2024-03-17,SKU025,466,206,0,328,344
525,2024-03-17,SKU026,170,192,0,533,0
526,2024-03-17,SKU027,497,238,0,560,175
527,2024-03-17,SKU028,505,205,0,213,497
528,2024-03-17,SKU029,312,109,0,495,0
529,2024-03-17,SKU030,400,207,10,221,376
530,2024-03-17,SKU031,516,211,0,352,375
531,2024-03-17,SKU032,237,193,0,275,155
532,2024-03-17,SKU033,720,167,0,410,477
533,2024-03-17,SKU034,580,179,0,504,255
534,2024-03-17,SKU035,799,161,0,595,365
535,2024-03-17,SKU036,544,210,0,555,199
536,2024-03-17,SKU037,228,127,0,555,0
537,2024-03-17,SKU038,238,166,8,521,0
538,2024-03-17,SKU039,248,147,0,432,0
539,2024-03-17,SKU040,380,233,0,554,59
540,2024-03-17,SKU041,694,127,0,258,563
541,2024-03-17,SKU042,525,137,0,245,417
542,2024-03-17,SKU043,380,144,0,268,256
543,2024-03-17,SKU044,569,189,0,583,175
544,2024-03-17,SKU045,688,176,0,260,604
545,2024-03-17,SKU046,231,160,0,352,39
546,2024-03-17,SKU047,163,239,0,203,199
547,2024-03-17,SKU048,144,201,0,573,0
548,2024-03-17,SKU049,171,204,0,443,0
549,2024-03-17,SKU050,627,162,0,437,352
550,2024-03-24,SKU001,681,153,7,497,330
551,2024-03-24,SKU002,272,197,0,397,72
552,2024-03-24,SKU003,284,229,0,512,1
553,2024-03-24,SKU004,153,100,0,528,0
554,2024-03-24,SKU005,716,220,0,307,629
555,2024-03-24,SKU006,735,208,0,505,438
556,2024-03-24,SKU007,754,114,0,519,349
557,2024-03-24,SKU008,572,168,0,304,436
558,2024-03-24,SKU009,648,144,0,282,510
559,2024-03-24,SKU010,432,134,0,371,195
560,2024-03-24,SKU011,575,208,0,397,386
561,2024-03-24,SKU012,230,191,0,311,110
562,2024-03-24,SKU013,693,146,0,596,243
563,2024-03-24,SKU014,502,119,0,545,76
564,2024-03-24,SKU015,468,211,0,486,193
565,2024-03-24,SKU016,692,166,0,588,270
566,2024-03-24,SKU017,475,131,0,459,147
567,2024-03-24,SKU018,175,128,0,271,32
568,2024-03-24,SKU019,649,152,0,217,584
569,2024-03-24,SKU020,750,198,0,527,421
570,2024-03-24,SKU021,233,159,0,569,0
571,2024-03-24,SKU022,104,123,0,429,0
572,2024-03-24,SKU023,246,165,0,550,0
573,2024-03-24,SKU024,524,216,0,208,532
574,2024-03-24,SKU025,429,183,0,553,59
575,2024-03-24,SKU026,644,241,0,387,498
576,2024-03-24,SKU027,276,230,0,310,196
577,2024-03-24,SKU028,368,113,0,468,13
578,2024-03-24,SKU029,438,176,0,431,183
579,2024-03-24,SKU030,200,199,0,598,0
